trase_code,uml_id,group,company,mill_name,latitude,longitude,capacity_tonnes_ffb_hour,status,earliest_year_of_existence,earliest_year_of_existence_source,kabupaten_name,kabupaten_trase_id,province_name
M-00370,PO1000007653,UNKNOWN,JAYA GEMILANG SUKSES,JAYA GEMILANG SUKSES,1.599828,100.906289,30,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-00371,PO1000004557,UNKNOWN,ANUGERAH LANGKAT MAKMUR,BUKIT MAS,4.013596627,98.19467361,30,Operating,1988,Establishment year based on other government record of establishment (e.g. Permit database),LANGKAT,ID-1213,SUMATERA UTARA
M-00372,PO1000004553,UNKNOWN,JAYA PALMA NUSANTARA,JAYA PALMA NUSANTARA,3.963871291,98.36341357,,Operating,2009,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-00373,PO1000008233,JC CHEMICAL,NIAGA MAS GEMILANG,NIAGA MAS GEMILANG,-0.592333,116.8225,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00374,PO1000004395,UNKNOWN,TAMORA AGRO LESTARI,TAMORA AGRO LESTARI,-0.531559695,101.4178904,30,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUANTAN SINGINGI,ID-1401,RIAU
M-00375,PO1000006176,ANUGERAH TANI MAKMUR,PERSADA AGRO SAWITA,PERSADA AGRO SAWITA,-0.407998469,102.3566182,30,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-00376,PO1000008145,TIANJIN JULONG,PALMINA UTAMA,PALMINA UTAMA,-3.054309519,114.8713152,60,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANJAR,ID-6303,KALIMANTAN SELATAN
M-00377,PO1000007463,UNKNOWN,KALIMANTAN AGRO PUSAKA,SUNGAI SEPETI,-0.829559683,109.8845328,30,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAYONG UTARA,ID-6111,KALIMANTAN BARAT
M-00378,PO1000008615,DARMEX AGRO,JOHAN SENTOSA,BANGKINANG,0.427780004,100.9208237,30,Operating,1996,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-00379,PO1000007618,KALIMANTAN PLANTATION UNIT (KPU),KALIMANTAN RIA SEJAHTERA,SONDAI MUARA,-1.179315319,114.0318141,45,Operating,2011,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KAPUAS,ID-6203,KALIMANTAN TENGAH
M-00380,PO1000003258,CITRA BORNEO INDAH (CBI),KALIMANTAN SAWIT ABADI,NATAI BARU,-2.605913181,111.6671073,60,Operating,2008,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN BARAT,ID-6201,KALIMANTAN TENGAH
M-00381,PO1000004163,KALIMANTAN SAWIT KUSUMA (KSK),KALIMANTAN SAWIT KUSUMA,KALIMANTAN SAWIT KUSUMA,-2.292909184,111.1673778,90,Operating,2002,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),SUKAMARA,ID-6206,KALIMANTAN TENGAH
M-00382,PO1000004300,UNKNOWN,KALLISTA ALAM,KALLISTA ALAM,3.871466449,96.58248709,30,Operating,2006,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",NAGAN RAYA,ID-1115,ACEH
M-00383,PO1000004583,UNKNOWN,SYAUKATH SEJAHTERA,SYAUKATH SEJAHTERA,5.226665122,96.89815002,30,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BIREUEN,ID-1110,ACEH
M-00385,PO1000006182,UNKNOWN,KARIMUN AROMATICS,KARIMUN AROMATICS,4.013470755,98.14919441,30,Operating,1999,"Mill known to exist in 1999 (source: Taib, Gunatif (2000), Kajian Pengembangan Industri Crude Palm Oil Skala Kecil (Studi Kasus Pengembangan Industri Crude Palm Oil di Sumatera Barat), http://repository.ipb.ac.id/handle/123456789/5044)",LANGKAT,ID-1213,SUMATERA UTARA
M-00386,PO1000007553,KALIMANTAN PLANTATION UNIT (KPU),KARYA DEWI PUTRA,KATINGAN CENTRAL,-1.438169,112.874141,60,Operating,2010,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KATINGAN,ID-6209,KALIMANTAN TENGAH
M-00387,PO1000004075,SUPERVENTURE,KARYA INDO SEJATITAMA,KARYA INDO SEJATITAMA,-2.997577322,102.7866368,45,Operating,2014,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUSI RAWAS,ID-1605,SUMATERA SELATAN
M-00388,PO1000007546,SUPERVENTURE,KARYA INDORATA PERSADA,KARYA INDORATA PERSADA,0.112543129,101.2357419,45,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KAMPAR,ID-1406,RIAU
M-00390,PO1000008616,SINAR JAYA AGRO INVESTAMA (SJAI),KARYA SAWITINDO MAS,KARYA SAWITINDO MAS,-2.461683006,101.1244132,60,Operating,2010,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUKO-MUKO,ID-1706,BENGKULU
M-00391,PO1000004139,UNKNOWN,KARYA SAWIT LESTARI,KARYA SAWIT LESTARI,-2.846853788,104.2633561,100,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BANYUASIN,ID-1607,SUMATERA SELATAN
M-00392,PO1000004329,SUMBER TANI AGUNG (STA),KARYA SERASI JAYA ABADI,BINJAI,3.342607006,99.2227961,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SERDANG BEDAGAI,ID-1218,SUMATERA UTARA
M-00393,PO1000008435,KARYA TEKNIK,KARYA TEKNIK PLANTATION,KARYA TEKNIK PLANTATION,-0.154086666,117.010477,45,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00394,PO1000008274,ASTRA AGRO LESTARI,KARYANUSA EKADAYA,KARYANUSA EKA DAYA 1,0.9923069,116.7527699,45,Operating,2010,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-00395,PO1000006309,SALIM GROUP,KEBUN MANDIRI SEJAHTERA,MARIANGO,-1.280942,116.636988,45,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PENAJAM PASER UTARA,ID-6409,KALIMANTAN TIMUR
M-00396,PO1000008345,UNKNOWN,KEDATON MULIA PRIMAS,KEDATON MULIA PRIMAS,-1.907367141,103.0123207,45,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BATANG HARI,ID-1504,JAMBI
M-00397,PO1000006186,SUPERVENTURE,KEMILAU PERMATA SAWIT,SIJUNJUNG,-0.904563142,101.3987653,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIJUNJUNG,ID-1304,SUMATERA BARAT
M-00398,PO1000004194,KENCANA AGRI,ALAMRAYA KENCANA MAS,ALAMRAYA KENCANA MAS,-2.400881222,115.9899456,60,Operating,2003,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00399,PO1000004858,KENCANA AGRI,AGRO INTI KENCANAMAS,AGRO INTI KENCANAMAS,-2.222431,116.356054,45,Operating,2010,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PASER,ID-6401,KALIMANTAN TIMUR
M-00400,PO1000004516,KENCANA AGRI,SAWINDO KENCANA,SAWINDO KENCANA,-2.076,105.647933,60,Operating,2001,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANGKA BARAT,ID-1903,KEP. BANGKA BELITUNG
M-00401,PO1000007528,KENCANA AGRI,AGRI EASTBORNEO KENCANA,AGRI EASTBORNEO KENCANA,0.13587115,116.9164528,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00403,PO1000007569,GENK AGRO MAS,KENCANA UTAMA SEJATI,KENCANA UTAMA SEJATI,1.068535591,100.117235,60,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PADANG LAWAS,ID-1221,SUMATERA UTARA
M-00404,PO1000004442,GENK AGRO MAS,KENCANA PERSADA NUSANTARA,KENCANA PERSADA NUSANTARA,1.175393982,100.2333234,45,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HULU,ID-1407,RIAU
M-00405,PO1000008279,GENK AGRO MAS,ARYA RAMA PRAKASA,RANTAU SAKTI,1.221997044,100.3845008,30,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HULU,ID-1407,RIAU
M-00406,PO1000004487,UNKNOWN,KENCANA ANDALAN NUSANTARA,KENCANA ANDALAN NUSANTARA,1.783342469,100.3932094,60,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-00407,PO1000007566,MITRA AGUNG SWADAYA (MAS),KENCANA PERMATA NUSANTARA,KENCANA PERMATA NUSANTARA,3.45327193,98.69970007,45,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",DELI SERDANG,ID-1212,SUMATERA UTARA
M-00408,PO1000004295,UNKNOWN,AMAL TANI,AMAL TANI,3.588240366,98.30518174,30,Operating,2006,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LANGKAT,ID-1213,SUMATERA UTARA
M-00409,PO1000008165,MEWAH,KENCANA INTI PERKASA,AEK NOPAN,2.323385,99.733169,45,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-00410,PO1000008231,UNKNOWN,KHARISMA AGRO SEJAHTERA,KHARISMA AGRO SEJAHTERA,-0.751813215,102.2433411,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-00411,PO1000004055,ANAM KOTO,KRIYA SWARNA PUBIAN,KRIYA SWARNA PUBIAN,-5.063431454,104.8776796,30,Operating,2009,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LAMPUNG TENGAH,ID-1805,LAMPUNG
M-00412,PO1000005100,KUALA LUMPUR KEPONG (KLK),PARIT SEMBADA,PARIT SEMBADA,-2.74039,108.00249,60,Operating,2008,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BELITUNG TIMUR,ID-1906,KEP. BANGKA BELITUNG
M-00413,PO1000002895,KUALA LUMPUR KEPONG (KLK),STEELINDO WAHANA PERKASA,STEELINDO WAHANA PERKASA,-2.7239944,108.0630861,100,Operating,1999,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BELITUNG TIMUR,ID-1906,KEP. BANGKA BELITUNG
M-00415,PO1000001417,KUALA LUMPUR KEPONG (KLK),ADEI PLANTATION & INDUSTRY,NILO 1,0.348055556,101.9716667,90,Operating,2003,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PELALAWAN,ID-1404,RIAU
M-00416,PO1000001418,KUALA LUMPUR KEPONG (KLK),ADEI PLANTATION & INDUSTRY,NILO 2,0.351814715,102.0953504,70,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PELALAWAN,ID-1404,RIAU
M-00417,PO1000000638,KUALA LUMPUR KEPONG (KLK),SEKARBUMI ALAMLESTARI,TAPUNG KANAN,0.756444875,101.2195827,30,Operating,1996,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-00418,PO1000000411,KUALA LUMPUR KEPONG (KLK),ADEI PLANTATION & INDUSTRY,MANDAU,1.082239,101.333085,60,Operating,2003,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BENGKALIS,ID-1408,RIAU
M-00419,PO1000005793,KUALA LUMPUR KEPONG (KLK),JABONTARA EKA KARSA,JABON,1.2428517,118.338441,60,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-00420,PO1000007603,KUALA LUMPUR KEPONG (KLK),SATU SEMBILAN DELAPAN,SATU SEMBILAN DELAPAN,2.142687768,117.2986542,60,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BERAU,ID-6405,KALIMANTAN TIMUR
M-00422,PO1000004492,KUALA LUMPUR KEPONG (KLK),LANGKAT NUSANTARA KEPONG,PADANG BRAHRANG,3.560677078,98.39074239,30,Operating,1984,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-00423,PO1000005803,KUALA LUMPUR KEPONG (KLK),LANGKAT NUSANTARA KEPONG,STABAT,3.76087518,98.39290891,70,Operating,2010,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LANGKAT,ID-1213,SUMATERA UTARA
M-00424,PO1000004471,UNKNOWN,GELIGA BAGAN RIAU,GELIGA BAGAN RIAU,1.600960124,100.4212452,30,Operating,2000,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-00425,PO1000004489,DUPONT & LEOSK ENTERPRISES,KUALA MAS SAWIT ABADI,KUALA MAS SAWIT ABADI,1.812081728,100.0257169,30,Operating,1999,"Mill known to exist in 1999 (source: Taib, Gunatif (2000), Kajian Pengembangan Industri Crude Palm Oil Skala Kecil (Studi Kasus Pengembangan Industri Crude Palm Oil di Sumatera Barat), http://repository.ipb.ac.id/handle/123456789/5044)",LABUHAN BATU SELATAN,ID-1222,SUMATERA UTARA
M-00426,PO1000004491,UNKNOWN,DWI MITRA DAYA RIAU,DWI MITRA DAYA RIAU,1.813855461,100.3977657,30,Operating,2003,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-00427,PO1000004205,DUPONT & LEOSK ENTERPRISES,KWALA INTAN SAWIT SELATAN,KWALA INTAN SAWIT SELATAN,2.463895022,99.6378192,30,Operating,2006,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-00428,PO1000004149,DUPONT & LEOSK ENTERPRISES,SINTONG ABADI,SINTONG ABADI,2.925117208,99.70608606,30,Operating,2010,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ASAHAN,ID-1208,SUMATERA UTARA
M-00429,PO1000004544,UNKNOWN,NUNUKAN SAWIT MAS,NUNUKAN SAWIT MAS,3.828683185,116.7607373,90,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),NUNUKAN,ID-6504,KALIMANTAN UTARA
M-00430,PO1000004306,FIMACORP,NUNUKAN JAYA LESTARI,KEMPAS,4.204741066,117.2521738,45,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),NUNUKAN,ID-6504,KALIMANTAN UTARA
M-00431,PO1000004106,UNKNOWN,KURNIA LUWUK SEJATI,TOILI,-1.359017,122.307176,45,Operating,2003,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANGGAI,ID-7202,SULAWESI TENGAH
M-00432,PO1000008194,UNKNOWN,KURNIA MITRA SAWIT,KURNIA MITRA SAWIT,2.408019,99.697733,30,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-00433,PO1000007561,CT AGRO,KUTAI AGRO LESTARI,KUTAI AGRO LESTARI,-0.6428333,115.7388,45,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUTAI BARAT,ID-6402,KALIMANTAN TIMUR
M-00435,PO1000004316,BUMITAMA GUNAJAYA AGRO (BGA),LADANG SAWIT MAS,BUKIT TUNGGAL JAYA,-1.54743242,110.3436766,45,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-00437,PO1000004090,SAHABAT AGRO,LAMBANG SAWIT PERKASA,LAMBANG SAWIT PERKASA,-2.223700741,102.4808945,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SAROLANGUN,ID-1503,JAMBI
M-00438,PO1000007567,UNKNOWN,LANGGAK INTI LESTARI,LANGGAK INTI LESTARI,0.634916667,100.5917778,30,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
M-00439,PO1000006202,UNKNOWN,LANGKAT SAWITHIJAU PRATAMA,LANGKAT SAWITHIJAU PRATAMA,3.497150732,98.22457135,20,Operating,2016,Establishment year based on other government record of establishment (e.g. Permit database),LANGKAT,ID-1213,SUMATERA UTARA
M-00440,PO1000008285,DARMEX AGRO,LEDO LESTARI,LEDO LESTARI,1.464745,109.716423,30,Operating,2014,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BENGKAYANG,ID-6102,KALIMANTAN BARAT
M-00441,PO1000004109,ASTRA AGRO LESTARI,LETAWA,LETAWA,-1.332133,119.42824,70,Operating,1994,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MAMUJU UTARA,ID-7605,SULAWESI BARAT
M-00442,PO1000004361,LX INTERNATIONAL,PARNA AGROMAS,PARNA AGROMAS,0.211668243,111.0772546,45,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SEKADAU,ID-6109,KALIMANTAN BARAT
M-00443,PO1000004239,WILIAN PERKASA,LIBO SAWIT PERKASA,LIBO SAWIT PERKASA,0.956189082,101.1407651,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIAK,ID-1405,RIAU
M-00444,PO1000004450,PANCA PUTRA GANDA,TOR GANDA,RANTAU KASAI,1.278854029,100.3340531,45,Operating,1998,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
